1	TARGET_JOKE
2	TARGET_JOKE
3	TARGET_JOKE
4	TARGET_JOKE
5	TARGET_JOKE
6	TARGET_JOKE
7	TARGET_JOKE
8	TARGET_JOKE
9	TARGET_JOKE
10	TARGET_JOKE
11	TARGET_JOKE
12	TARGET_JOKE
13	TARGET_JOKE
14	TARGET_JOKE
15	TARGET_JOKE
16	TARGET_JOKE
17	TARGET_JOKE
18	TARGET_JOKE
19	TARGET_JOKE
20	TARGET_JOKE
21	TARGET_JOKE
22	TARGET_JOKE
23	TARGET_JOKE
24	TARGET_JOKE
25	TARGET_JOKE
26	TARGET_JOKE
27	TARGET_JOKE
28	TARGET_JOKE
29	TARGET_JOKE
30	TARGET_JOKE
31	TARGET_JOKE
32	TARGET_JOKE
33	TARGET_JOKE
34	TARGET_JOKE
35	TARGET_JOKE
36	TARGET_JOKE
37	TARGET_JOKE
38	TARGET_JOKE
39	TARGET_JOKE
40	TARGET_JOKE
41	TARGET_JOKE
42	TARGET_JOKE
43	TARGET_JOKE
44	TARGET_JOKE
45	TARGET_JOKE
46	TARGET_JOKE
47	TARGET_JOKE
48	TARGET_JOKE
49	TARGET_JOKE
50	TARGET_JOKE
51	TARGET_JOKE
52	TARGET_JOKE
53	TARGET_JOKE
54	TARGET_JOKE
55	TARGET_JOKE
56	TARGET_JOKE
57	TARGET_JOKE
58	TARGET_JOKE
59	TARGET_JOKE
60	TARGET_JOKE
61	TARGET_JOKE
62	TARGET_JOKE
63	TARGET_JOKE
64	TARGET_JOKE
65	TARGET_JOKE
66	TARGET_JOKE
67	TARGET_JOKE
68	TARGET_JOKE
69	TARGET_JOKE
70	TARGET_JOKE
71	TARGET_JOKE
72	TARGET_JOKE
73	TARGET_JOKE
74	TARGET_JOKE
75	TARGET_JOKE
76	TARGET_JOKE
77	TARGET_JOKE
78	TARGET_JOKE
79	TARGET_JOKE
80	TARGET_JOKE
81	TARGET_JOKE
82	TARGET_JOKE
83	TARGET_JOKE
84	TARGET_JOKE
85	TARGET_JOKE
86	TARGET_JOKE
87	TARGET_JOKE
88	TARGET_JOKE
89	TARGET_JOKE
90	TARGET_JOKE
91	TARGET_JOKE
92	TARGET_JOKE
93	TARGET_JOKE
94	TARGET_JOKE
95	TARGET_JOKE
96	TARGET_JOKE
97	TARGET_JOKE
98	TARGET_JOKE
99	TARGET_JOKE
100	TARGET_JOKE
101	TARGET_JOKE
102	TARGET_JOKE
103	TARGET_JOKE
104	TARGET_JOKE
105	TARGET_JOKE
106	TARGET_JOKE
107	TARGET_JOKE
108	TARGET_JOKE
109	TARGET_JOKE
110	TARGET_JOKE
111	TARGET_JOKE
112	TARGET_JOKE
113	TARGET_JOKE
114	TARGET_JOKE
115	TARGET_JOKE
116	TARGET_JOKE
117	TARGET_JOKE
118	TARGET_JOKE
119	TARGET_JOKE
120	TARGET_JOKE
121	TARGET_JOKE
122	TARGET_JOKE
123	TARGET_JOKE
124	TARGET_JOKE
125	TARGET_JOKE
126	TARGET_JOKE
127	TARGET_JOKE
128	TARGET_JOKE
129	TARGET_JOKE
130	TARGET_JOKE
131	TARGET_JOKE
132	TARGET_JOKE
133	TARGET_JOKE
134	TARGET_JOKE
135	TARGET_JOKE
136	TARGET_JOKE
137	TARGET_JOKE
138	TARGET_JOKE
139	TARGET_JOKE
140	TARGET_JOKE
141	TARGET_JOKE
142	TARGET_JOKE
143	TARGET_JOKE
144	TARGET_JOKE
145	TARGET_JOKE
146	TARGET_JOKE
147	TARGET_JOKE
148	TARGET_JOKE
149	TARGET_JOKE
150	TARGET_JOKE
151	TARGET_JOKE
152	TARGET_JOKE
153	TARGET_JOKE
154	TARGET_JOKE
155	TARGET_JOKE
156	TARGET_JOKE
157	TARGET_JOKE
158	TARGET_JOKE
159	TARGET_JOKE
160	TARGET_JOKE
161	TARGET_JOKE
162	TARGET_JOKE
163	TARGET_JOKE
164	TARGET_JOKE
165	TARGET_JOKE
166	TARGET_JOKE
167	TARGET_JOKE
168	TARGET_JOKE
169	TARGET_JOKE
170	TARGET_JOKE
171	TARGET_JOKE
172	TARGET_JOKE
173	TARGET_JOKE
174	TARGET_JOKE
175	TARGET_JOKE
176	TARGET_JOKE
177	TARGET_JOKE
178	TARGET_JOKE
179	TARGET_JOKE
180	TARGET_JOKE
181	TARGET_JOKE
182	TARGET_JOKE
183	TARGET_JOKE
184	TARGET_JOKE
185	TARGET_JOKE
186	TARGET_JOKE
187	TARGET_JOKE
188	TARGET_JOKE
189	TARGET_JOKE
190	TARGET_JOKE
191	TARGET_JOKE
192	TARGET_JOKE
193	TARGET_JOKE
194	TARGET_JOKE
195	TARGET_JOKE
196	TARGET_JOKE
197	TARGET_JOKE
198	TARGET_JOKE
199	TARGET_JOKE
200	TARGET_JOKE
201	TARGET_JOKE
202	TARGET_JOKE
203	TARGET_JOKE
204	TARGET_JOKE
205	TARGET_JOKE
206	TARGET_JOKE
207	TARGET_JOKE
208	TARGET_JOKE
209	TARGET_JOKE
210	TARGET_JOKE
211	TARGET_JOKE
212	TARGET_JOKE
213	TARGET_JOKE
214	TARGET_JOKE
215	TARGET_JOKE
216	TARGET_JOKE
217	TARGET_JOKE
218	TARGET_JOKE
219	TARGET_JOKE
220	TARGET_JOKE
221	TARGET_JOKE
222	TARGET_JOKE
223	TARGET_JOKE
224	TARGET_JOKE
225	TARGET_JOKE
226	TARGET_JOKE
227	TARGET_JOKE
228	TARGET_JOKE
229	TARGET_JOKE
230	TARGET_JOKE
231	TARGET_JOKE
232	TARGET_JOKE
233	TARGET_JOKE
234	TARGET_JOKE
235	TARGET_JOKE
236	TARGET_JOKE
237	TARGET_JOKE
238	TARGET_JOKE
239	TARGET_JOKE
240	TARGET_JOKE
241	TARGET_JOKE
242	TARGET_JOKE
243	TARGET_JOKE
244	TARGET_JOKE
245	TARGET_JOKE
246	TARGET_JOKE
247	TARGET_JOKE
248	TARGET_JOKE
249	TARGET_JOKE
250	TARGET_JOKE
251	TARGET_JOKE
252	TARGET_JOKE
253	TARGET_JOKE
254	TARGET_JOKE
255	TARGET_JOKE
256	TARGET_JOKE
257	TARGET_JOKE
258	TARGET_JOKE
259	TARGET_JOKE
260	TARGET_JOKE
261	TARGET_JOKE
262	TARGET_JOKE
263	TARGET_JOKE
264	TARGET_JOKE
265	TARGET_JOKE
266	TARGET_JOKE
267	TARGET_JOKE
268	TARGET_JOKE
269	TARGET_JOKE
270	TARGET_JOKE
271	TARGET_JOKE
272	TARGET_JOKE
273	TARGET_JOKE
274	TARGET_JOKE
275	TARGET_JOKE
276	TARGET_JOKE
277	TARGET_JOKE
278	TARGET_JOKE
279	TARGET_JOKE
280	TARGET_JOKE
281	TARGET_JOKE
282	TARGET_JOKE
283	TARGET_JOKE
284	TARGET_JOKE
285	TARGET_JOKE
286	TARGET_JOKE
287	TARGET_JOKE
288	TARGET_JOKE
289	TARGET_JOKE
290	TARGET_JOKE
291	TARGET_JOKE
292	TARGET_JOKE
293	TARGET_JOKE
294	TARGET_JOKE
295	TARGET_JOKE
296	TARGET_JOKE
297	TARGET_JOKE
298	TARGET_JOKE
299	TARGET_JOKE
300	TARGET_JOKE
301	TARGET_JOKE
302	TARGET_JOKE
303	TARGET_JOKE
304	TARGET_JOKE
305	TARGET_JOKE
306	TARGET_JOKE
307	TARGET_JOKE
308	TARGET_JOKE
309	TARGET_JOKE
310	TARGET_JOKE
311	TARGET_JOKE
312	TARGET_JOKE
313	TARGET_JOKE
314	TARGET_JOKE
315	TARGET_JOKE
316	TARGET_JOKE
317	TARGET_JOKE
318	TARGET_JOKE
319	TARGET_JOKE
320	TARGET_JOKE
321	TARGET_JOKE
322	TARGET_JOKE
323	TARGET_JOKE
324	TARGET_JOKE
325	TARGET_JOKE
326	TARGET_JOKE
327	TARGET_JOKE
328	TARGET_JOKE
329	TARGET_JOKE
330	TARGET_JOKE
331	TARGET_JOKE
332	TARGET_JOKE
333	TARGET_JOKE
334	TARGET_JOKE
335	TARGET_JOKE
336	TARGET_JOKE
337	TARGET_JOKE
338	TARGET_JOKE
339	TARGET_JOKE
340	TARGET_JOKE
341	TARGET_JOKE
342	TARGET_JOKE
343	TARGET_JOKE
344	TARGET_JOKE
345	TARGET_JOKE
346	TARGET_JOKE
347	TARGET_JOKE
348	TARGET_JOKE
349	TARGET_JOKE
350	TARGET_JOKE
351	TARGET_JOKE
352	TARGET_JOKE
353	TARGET_JOKE
354	TARGET_JOKE
355	TARGET_JOKE
356	TARGET_JOKE
357	TARGET_JOKE
358	TARGET_JOKE
359	TARGET_JOKE
360	TARGET_JOKE
361	TARGET_JOKE
362	TARGET_JOKE
363	TARGET_JOKE
364	TARGET_JOKE
365	TARGET_JOKE
366	TARGET_JOKE
367	TARGET_JOKE
368	TARGET_JOKE
369	TARGET_JOKE
370	TARGET_JOKE
371	TARGET_JOKE
372	TARGET_JOKE
373	TARGET_JOKE
374	TARGET_JOKE
375	TARGET_JOKE
376	TARGET_JOKE
377	TARGET_JOKE
378	TARGET_JOKE
379	TARGET_JOKE
380	TARGET_JOKE
381	TARGET_JOKE
382	TARGET_JOKE
383	TARGET_JOKE
384	TARGET_JOKE
385	TARGET_JOKE
386	TARGET_JOKE
387	TARGET_JOKE
388	TARGET_JOKE
389	TARGET_JOKE
390	TARGET_JOKE
391	TARGET_JOKE
392	TARGET_JOKE
393	TARGET_JOKE
394	TARGET_JOKE
395	TARGET_JOKE
396	TARGET_JOKE
397	TARGET_JOKE
398	TARGET_JOKE
399	TARGET_JOKE
400	TARGET_JOKE
401	TARGET_JOKE
402	TARGET_JOKE
403	TARGET_JOKE
404	TARGET_JOKE
405	TARGET_JOKE
406	TARGET_JOKE
407	TARGET_JOKE
408	TARGET_JOKE
409	TARGET_JOKE
410	TARGET_JOKE
411	TARGET_JOKE
